"","Type","Relative","DNAcon"
"1","Tolerant_Dominance",1.671568532,1
"2","Tolerant_Dominance",1.398873033,1
"3","Tolerant_Dominance",1.416454805,1
"4","Less Sensitive_Dominance",4.630042113,5
"5","Less Sensitive_Dominance",6.53070372,5
"6","Less Sensitive_Dominance",5.380246022,5
"7","Sensitive_Dominance",0.951715339,1.7
"8","Sensitive_Dominance",1.103947308,1.7
"9","Sensitive_Dominance",1.132121869,1.7
