"","Type","Relative","Indiv"
"1",1,0.021977746,0
"2",1,0.131863495,0
"3",1,0.133792391,0
"4",2,50.6825766,8
"5",2,46.38802246,8
"6",2,19.62071202,8
"7",3,9.788086946,16
"8",3,27.19035377,16
"9",3,31.15389036,16
"10",4,10.06099802,9
"11",4,17.37102783,9
"12",4,9.453106554,9
