"","Type","Relative","Indiv"
"1",1,95.15861653,10
"2",1,83.91792816,10
"3",1,93.53336782,10
"4",2,44.53433107,3
"5",2,50.95945103,3
"6",2,67.81012707,3
"7",3,59.55554691,8
"8",3,50.21479141,8
"9",3,47.03482359,8
"10",4,64.62996987,17
"11",4,80.12431563,17
"12",4,87.37002555,17
