"","Type","Relative","DNAcon"
"1","Tolerant_Dominance","36.14170519","8"
"2","Tolerant_Dominance","34.80544207","8"
"3","Tolerant_Dominance","34.87530886","8"
"4","Less Sensitive_Dominance","9.962304792","1.7"
"5","Less Sensitive_Dominance","11.61079651","1.7"
"6","Less Sensitive_Dominance","11.75101067","1.7"
"7","Sensitive_Dominance","15.72608839","0.6"
"8","Sensitive_Dominance","13.6188046","0.6"
"9","Sensitive_Dominance","10.56889228","0.6"
