"","Type","Relative","Indiv"
"1",1,3.102629795,10
"2",1,8.381243739,10
"3",1,3.482169937,10
"4",2,1.458185862,7
"5",2,0.596381784,7
"6",2,8.52825581,7
"7",3,26.57961821,15
"8",3,20.45894946,15
"9",3,19.41386048,15
"10",4,1.614365153,10
"11",4,1.9592764,10
"12",4,2.853535613,10
