"","Type","Relative","DNAcon"
"1","Tolerant_Dominance","31.3767133","0.75"
"2","Tolerant_Dominance","39.03190601","0.75"
"3","Tolerant_Dominance","27.32183307","0.75"
"4","Less Sensitive_Dominance","12.8390743","0.7"
"5","Less Sensitive_Dominance","12.80572018","0.7"
"6","Less Sensitive_Dominance","22.29437229","0.7"
"7","Sensitive_Dominance","68.62019952","6"
"8","Sensitive_Dominance","79.63060905","6"
"9","Sensitive_Dominance","76.82672446","6"
