"","Type","Relative","Indiv"
"1",1,0.31836335,10
"2",1,2.130914081,10
"3",1,0.128440695,10
"4",2,0.103144909,5
"5",2,0.007485964,5
"6",2,0.370130114,5
"7",3,1.206483881,9
"8",3,0.268011639,9
"9",3,0.687277323,9
"10",4,0.520810371,20
"11",4,0.04797652,20
"12",4,0.040031613,20
