"","Type","Relative","Indiv"
"1",1,0.021977747,10
"2",1,0.975789863,10
"3",1,0,10
"4",2,0,13
"5",2,0,13
"6",2,0,13
"7",3,0.632431065,3
"8",3,0.323142341,3
"9",3,0.002298586,3
"10",4,0,3
"11",4,0,3
"12",4,0,3
