"","Type","Relative","DNAcon"
"1","Tolerant_Dominance","0.464020559","8"
"2","Tolerant_Dominance","0.92764974","8"
"3","Tolerant_Dominance","0.998182859","8"
"4","Less Sensitive_Dominance","0.299264981","1.7"
"5","Less Sensitive_Dominance","0.402090872","1.7"
"6","Less Sensitive_Dominance","0.742878522","1.7"
"7","Sensitive_Dominance","0.218472797","0.6"
"8","Sensitive_Dominance","0.145184539","0.6"
"9","Sensitive_Dominance","0.169927857","0.6"
