"","Type","Relative","DNAcon"
"1","Tolerant_Dominance",1.507956604,2
"2","Tolerant_Dominance",1.900812687,2
"3","Tolerant_Dominance",2.019997008,2
"4","Less Sensitive_Dominance",0.412915302,1.1
"5","Less Sensitive_Dominance",0.384950035,1.1
"6","Less Sensitive_Dominance",0.359261939,1.1
"7","Sensitive_Dominance",0.298089421,3
"8","Sensitive_Dominance",0.249632087,3
"9","Sensitive_Dominance",0.295089409,3
