"","Type","Relative","DNAcon"
"1","Tolerant_Dominance","0.005354083","1.5"
"2","Tolerant_Dominance","0.022469025","1.5"
"3","Tolerant_Dominance","0.721877878","1.5"
"4","Less Sensitive_Dominance","0.454963654","4"
"5","Less Sensitive_Dominance","0.564675443","4"
"6","Less Sensitive_Dominance","0.693887732","4"
"7","Sensitive_Dominance","0.146087231","1.7"
"8","Sensitive_Dominance","0.101629178","1.7"
"9","Sensitive_Dominance","0.087507759","1.7"
