"","Type","Relative","DNAcon"
"1","Tolerant_Dominance","1.879486676","2"
"2","Tolerant_Dominance","2.425131887","2"
"3","Tolerant_Dominance","3.083526505","2"
"4","Less Sensitive_Dominance","0.753904146","1.1"
"5","Less Sensitive_Dominance","0.65308147","1.1"
"6","Less Sensitive_Dominance","0.436413228","1.1"
"7","Sensitive_Dominance","0.485866355","3"
"8","Sensitive_Dominance","0.397816879","3"
"9","Sensitive_Dominance","0.411635565","3"
