"","Type","Relative","DNAcon"
"1","Tolerant_Dominance",15.46288541,6
"2","Tolerant_Dominance",16.58771837,6
"3","Tolerant_Dominance",12.37920254,6
"4","Less Sensitive_Dominance",5.876649509,2
"5","Less Sensitive_Dominance",4.398976982,2
"6","Less Sensitive_Dominance",4.425470333,2
"7","Sensitive_Dominance",1.640550751,1
"8","Sensitive_Dominance",1.51465956,1
"9","Sensitive_Dominance",1.908938435,1
