"","Type","Relative","DNAcon"
"1","Tolerant_Dominance","2.3047989","1"
"2","Tolerant_Dominance","2.02451311","1"
"3","Tolerant_Dominance","1.900934865","1"
"4","Less Sensitive_Dominance","2.638664513","5"
"5","Less Sensitive_Dominance","6.816021163","5"
"6","Less Sensitive_Dominance","6.441965808","5"
"7","Sensitive_Dominance","1.190764972","1.7"
"8","Sensitive_Dominance","0.952456896","1.7"
"9","Sensitive_Dominance","1.721710495","1.7"
