"","Type","Relative","DNAcon"
"1","Tolerant_Dominance","15.30632314","6"
"2","Tolerant_Dominance","15.37027488","6"
"3","Tolerant_Dominance","14.64261151","6"
"4","Less Sensitive_Dominance","4.200323102","2"
"5","Less Sensitive_Dominance","4.550903155","2"
"6","Less Sensitive_Dominance","3.680288344","2"
"7","Sensitive_Dominance","1.927769296","1"
"8","Sensitive_Dominance","1.505324898","1"
"9","Sensitive_Dominance","1.346465899","1"
