"","Type","Relative","DNAcon"
"1","Tolerant_Dominance","0.007138777","0.75"
"2","Tolerant_Dominance","0.025678886","0.75"
"3","Tolerant_Dominance","0.007467702","0.75"
"4","Less Sensitive_Dominance","0.021231637","0.5"
"5","Less Sensitive_Dominance","0.005244665","0.5"
"6","Less Sensitive_Dominance","0.021377799","0.5"
"7","Sensitive_Dominance","0.17898976","6"
"8","Sensitive_Dominance","0.141036409","6"
"9","Sensitive_Dominance","0.177050579","6"
