"","Type","Relative","Indiv"
"1",1,0.44646221,10
"2",1,2.246953954,10
"3",1,0.394241576,10
"4",2,0.313479624,15
"5",2,0.022457892,15
"6",2,0.801312627,15
"7",3,1.855455446,5
"8",3,0.407748866,5
"9",3,0.913688081,5
"10",4,0.557556159,4
"11",4,0.050093131,4
"12",4,0.044650647,4
