"","Type","Relative","DNAcon"
"1","Tolerant_Dominance",11.26896632,2
"2","Tolerant_Dominance",9.854664509,2
"3","Tolerant_Dominance",7.625996112,2
"4","Less Sensitive_Dominance",44.21787553,7
"5","Less Sensitive_Dominance",46.19927757,7
"6","Less Sensitive_Dominance",38.31295225,7
"7","Sensitive_Dominance",6.154249363,2
"8","Sensitive_Dominance",7.751244997,2
"9","Sensitive_Dominance",10.56079599,2
