"","Type","Relative","DNAcon"
"1","Tolerant_Dominance","4.802586292","0.75"
"2","Tolerant_Dominance","4.629725119","0.75"
"3","Tolerant_Dominance","4.694704129","0.75"
"4","Less Sensitive_Dominance","9.369951535","0.5"
"5","Less Sensitive_Dominance","1.467366593","0.5"
"6","Less Sensitive_Dominance","2.373971068","0.5"
"7","Sensitive_Dominance","20.1288509","6"
"8","Sensitive_Dominance","15.26500452","6"
"9","Sensitive_Dominance","13.00649072","6"
