"","Type","Relative","Indiv"
"1",1,0.018838069,10
"2",1,0.00527454,10
"3",1,0.001783899,10
"4",2,0.016179593,9
"5",2,0,9
"6",2,0.003815774,9
"7",3,0.23448598,20
"8",3,0.602070951,20
"9",3,0.194230548,20
"10",4,0.110237377,12
"11",4,0.012699667,12
"12",4,0.01847613,12
