"","Type","Relative","Indiv"
"1",1,0.911134557,10
"2",1,2.210032177,10
"3",1,2.326203689,10
"4",2,2.892102338,20
"5",2,2.026200873,20
"6",2,2.865646582,20
"7",3,0.147891571,4
"8",3,0.534931578,4
"9",3,0.599931043,4
"10",4,22.50606305,5
"11",4,0.434610824,5
"12",4,0.22017388,5
